Stock Code,Name of Listed Company,Listed Company's Website Address
1313,China Resources Cement Holdings Limited,http://www.irasia.com/listco/hk/crcement/index.htm
1318,Greens Holdings Limited,http://www.greensholdings.com
1323,Newtree Group Holdings Limited,http://www.newtreegroupholdings.com
1328,International Elite Limited,http://www.iel.hk
1333,China Zhongwang Holdings Limited,http://www.zhongwang.com
1338,BaWang International (Group) Holding Limited,http://www.bawang.com.cn
1361,361 Degrees International Limited,http://www.361sport.com
1368,Xtep International Holdings Limited,http://www.xtep.com.hk
1378,China Hongqiao Group Limited,http://www.hongqiaochina.com
1380,China Kingstone Mining Holdings Limited,http://www.kingstonemining.com
1382,Pacific Textiles Holdings Limited,http://www.pacific-textiles.com
1383,Hong Long Holdings Limited,http://www.hlkg.net
1386,Walker Group Holdings Limited,http://www.walkershop.com.hk
1387,Renhe Commercial Holdings Company Limited,http://www.renhebusiness.com
1388,Embry Holdings Limited,http://www.embryform.com
1393,Hidili Industry International Development Limited,http://www.hidili.com.cn
1398,Industrial and Commercial Bank of China Limited,http://www.icbc-ltd.com
1399,SCUD Group,http://www.scudcn.com
1428,Bright Smart Securities & Commodities Group Limited,http://www.bsgroup.com.hk
1488,Lee & Man Handbags Holding Limited,http://www.leemanhandbags.com
1555,MIE Holdings Corporation,http://www.mienergy.com.cn
1600,China Tian Lun Gas Holdings Limited,http://www.tianlungas.com
1618,Metallurgical Corporation of China Ltd.,http://www.mccchina.com.cn
1623,Hilong Holdings Limited,http://www.hilonggroup.net
1628,Yuzhou Properties Company Limited,http://www.xmyuzhou.com.cn
1633,Magic Holdings International Limited,http://www.magicholdings.co
1638,Kaisa Group Holdings Ltd.,http://www.kaisagroup.com
1666,Tong Ren Tang Technologies Company Limited,http://www.tongrentangkj.com
1668,China South City Holdings Limited,http://www.chinasouthcity.com
1682,Ford Glory Group Holdings Limited,http://www.fordglory.com.hk
1683,International Mining Machinery Holdings Limited,http://www.immchina.com
1685,Boer Power Holdings Limited,http://www.boerpower.com
1688,Alibaba.com Limited,http://ir.alibaba.com
1698,Boshiwa International Holding Limited,http://www.boshiwa.cn
1700,Springland International Holdings Limited,http://www.springlandgroup.com.cn
1708,Nanjing Sample Technology Company Limited,http://www.sampletech.com.cn
1717,Ausnutria Dairy Corporation Ltd,http://www.ausnutria.com.hk
1728,China ZhengTong Auto Services Holdings Limited,http://www.zhengtongauto.com
1733,Winsway Coking Coal Holdings Limited,http://www.winsway.com
1766,CSR Corporation Limited,http://www.csrgc.com.cn
1768,Sateri Holdings Limited,http://www.irasia.com/listco/hk/sateri 
1777,"Fantasia Holdings Group Co., Limited",http://www.cnfantasia.com
1788,Guotai Junan International Holdings Limited,http://www.gtja.com.hk
1798,"China Datang Corporation Renewable Power Co., Limited",http://www.dtxny.com.cn
1800,China Communications Construction Company Limited,http://www.ccccltd.cn 
1808,Tai-I International Holdings Limited,http://www.1808.com.hk
1812,Shandong Chenming Paper Holdings Limited,http://www.chenmingpaper.com
1813,KWG Property Holding Limited,http://www.kwgproperty.com
1818,Zhaojin Mining Industry Company,http://www.zhaojin.com.cn
1822,Perception Digital Holdings Limited,http://www.perceptiondigital.com 
1823,Huayu Expressway Group Limited,http://www.huayu.com.hk
1828,Dah Chong Hong Holdings Limited,http://www.dch.com.hk
1831,ShiFang Holding Limited,http://www.shifangholding.com
1832,Times Ltd,http://www.timesltd.com.hk
1833,Intime Department Store (Group) Company Limited,http://www.intime.com.cn
1836,Stella International Holdings Limited,http://www.stella.com.hk
1838,China Properties Group Limited,http://cpg.mydyn.net
1863,Sijia Group Company Limited,http://www.sijia.hk
1866,China XLX Fertiliser Ltd.,http://www.chinaxlx.com.hk/en/index.htm 
1868,Neo-Neon Holdings Limited,http://www.neo-neon.com
1878,SouthGobi Energy Resources Ltd.,http://www.southgobi.com
1880,Belle International Holdings Limited,http://www.belleintl.com
1881,Regal Real Estate Investment Trust,http://www.regalreit.com
1882,Haitian International Holdings Limited,http://www.haitian.com
1883,CITIC Telecom International Holdings Limited,http://www.citictel.com
1886,China Huiyuan Juice Group Limited,http://www.huiyuan.com.cn
1888,Kingboard Laminates Holdings Limited,http://www.kblaminates.com
1889,Wuyi International Pharmaceutical Company Limited,http://www.wuyi-pharma.com
1893,China National Materials Company Limited,http://www.sinoma-ltd.cn
1898,China Coal Energy Company Limited,http://www.chinacoalenergy.com
1899,Xingda International Holdings Limited,http://www.irasia.com/listco/hk/xingda/index.htm
1900,China ITS (Holdings) Company Limited,http://www.its.cn
1910,Samsonite International S.A.,http://www.samsonite.com
1913,PRADA S.p.A.,http://www.pradagroup.com
1918,Sunac China Holdings Limited,http://www.sunac.com.cn
1919,China COSCO Holdings Company Limited,http://www.chinacosco.com
1928,Sands China Ltd.,http://www.sandschinaltd.com
1938,Chu Kong Petroleum and Natural Gas Steel Pipe Holdings Limited,http://www.pck.com.cn
1966,China SCE Property Holdings Limited,http://www.sce-re.com
1968,"Peak Sport Products Co., Limited",http://www.peaksport.com
1988,"China Minsheng Banking Corp., Ltd.",http://www.cmbc.com.cn
1991,Ta Yang Group Holdings Limited,http://www.tayang.com
1997,Regent Manner International Holdings Limited,http://www.rmih.com
1998,Flyke International Holdings Ltd.,http://www.chinaflyke.com
1999,Man Wah Holdings Limited,http://www.manwahholdings.com
2000,SIM Technology Group Limited,http://www.sim.com
2002,China Sunshine Paper Holdings Company Limited,http://www.sunshinepaper.com.cn
2005,"Lijun International Pharmaceutical (Holding) Co., Ltd.",http://lijun.com.hk
2006,Shanghai Jin Jiang International Hotels (Group) Company Limited,http://www.jinjianghotels.com.cn
2007,Country Garden Holdings Company Limited,http://www.countrygarden.com.cn
2008,Phoenix Satellite Television Holdings Limited,http://www.ifeng.com
2009,BBMG Corporation,http://www.bbmg.com.cn
2010,Ruinian International Limited,http://www.ruinian.com.cn
2011,KEE Holdings company Limited,http://www.kee.com.cn
2018,AAC Acoustic Technologies Holdings Inc.,http://www.aacacoustic.com
2020,ANTA Sports Products Limited,http://ir.anta.com
2028,Jolimark Holdings Limited,http://www.jolimark.com
2038,Foxconn International Holdings Limited,http://www.fih-foxconn.com
2083,China Flooring Holding Company Limited,http://www.china-flooring.com.hk
2088,Xiwang Sugar Holdings Company Limited,http://www.xiwang-sugar.com/
2099,China Gold International Resources Corp. Ltd.,http://www.chinagoldintl.com
2118,Tian Shan Development (Holding) Limited,http://www.tian-shan.com
2128,China Liansu Group Holdings Limited,http://www.liansu.com
2168,Yingde Gases Group Company Limited,http://www.yingdegas.com
2188,China Titans Energy Technology Group Company Limited,http://www.titans.com.cn
2198,China Sanjiang Fine Chemicals Company Limited,http://www.chinasanjiang.com
2208,"Xinjiang Goldwind Science & Technology Co., Ltd.",http://www.goldwind.cn
2218,Yantai North Andre Juice Co. Ltd.,http://www.andre.com.cn
2222,NVC Lighting Holding Limited,http://www.nvc-lighting.com.cn
2228,COSTIN New Materials Group Limited,http://www.costingroup.com
2233,West China Cement Limited,http://www.westchinacement.com
2238,"Guangzhou Automobile Group Co., Ltd.",http://www.gagc.com.cn
2266,Kosmopolito Hotels International Limited,http://www.kosmohotels.com
2268,Youyuan International Holdings Limited,http://www.youyuan.com.hk
2282,MGM China Holdings Limited,http://mgmchinaholdings.com
2288,Sundart International Holdings Limited,http://www.sundart.com
2299,Billion Industrial Holdings Limited,http://www.baihong.com
2300,AMVIG Holdings Limited,http://www.irasia.com/listco/hk/amvig/index.htm
2301,New Era PRC Fund,http://www.firststateasia.com/NewEraPRCFundEnHK.aspx?WC=PRCFUND
2302,CNNC International Limited,http://www.cnncintl.com
2307,Kam Hing International Holdings Limited,http://www.kamhingintl.com
2308,EVOC Intelligent Technology Company Limited,http://www.evoc.com
2309,Birmingham International Holdings Limited,http://www.irasia.com/listco/hk/grandtop/index.htm
2310,Kwang Sung Electronics H.K. Co. Limited,http://www.kse.com.hk
2312,China Financial Leasing Group Limited,http://www.cflg.com.hk
2313,Shenzhou International Group Holdings Limited,http://www.shenzhouintl.com
2314,Lee & Man Paper Manufacturing Limited,http://www.leemanpaper.com
2317,Vedan International (Holdings) Limited,http://www.vedaninternational.com
2318,"Ping An Insurance (Group) Company of China, Ltd.",http://www.pa18.com
2319,China Mengniu Dairy Company Limited,http://www.mengniuir.com
2320,Hop Fung Group Holdings Limited,http://www.irasia.com/listco/hk/hopfung/index.htm
2322,Sam Woo Holdings Limited,http://www.samwooholdings.com.hk 
2323,Topsearch International (Holdings) Limited,http://www.topsearch.com.hk
2324,Capital VC Limited,http://www.capital-vc.com
2326,BEP International Holdings Limited,http://www.bep.com.hk
2327,Jiwa Bio-Pharm Holdings Limited,http://www.jiwa.com.hk
2328,PICC Property and Casualty Company Limited,http://www.piccnet.com.cn
2330,China Uptown Group Company Limited,http://www.quaypoint.com.hk
2331,Li Ning Company Limited,http://www.lining.com
2332,Hutchison Telecommunications International Limited,http://www.htil.com
2333,Great Wall Motor Company Limited,http://www.gwm.com.cn
2336,Sunlink International Holdings Limited,http://www.equitynet.com.hk/2336 
2337,"Shanghai Forte Land Co., Ltd.",http://www.forte.com.cn
2338,"Weichai Power Co., Ltd.",http://www.weichai.com
2339,Norstar Founders Group Limited,http://www.norstar.com.hk
2340,Synergis Holdings Limited,http://www.synergis.com.hk
2341,EcoGreen Fine Chemicals Group Limited,http://www.ecogreen.com
2342,Comba Telecom Systems Holdings Limited,http://www.comba-telecom.com
2343,Pacific Basin Shipping Limited,http://www.pacificbasin.com
2345,Shanghai Prime Machinery Company Limited,http://www.pmcsh.com
2348,Dawnrays Pharmaceutical (Holdings) Limited,http://www.dawnrays.com
2349,China Water Property Group Limited,http://www.waterpropertygroup.com
2355,Baoye Group Company Limited,http://www.irasia.com/listco/hk/baoyegroup/
2356,Dah Sing Banking Group Limited,http://www.dahsing.com
2357,Avichina Industry & Technology Company Limited,http://www.avichina.com
2358,Mitsumaru East Kit (Holdings) Limited,http://www.mitsumaru-ek.com
2362,Jinchuan Group International Resources Co. Ltd.,http://www.macau-holdings.com
2366,Qin Jia Yuan Media Services Company Limited,http://www.qjymedia.com
2368,Eagle Nice (International) Holdings Limited,http://www.eaglenice.com.hk
2369,China Wireless Technologies Limited,http://www.chinawireless.cn
2371,China Oriental Culture Group Limited,http://www.chinaoc.com.hk
2378,Prudential plc,http://www.prudential.co.uk
2379,Zhongtian International Limited,http://www.irasia.com/listco/hk/zhongtian/index.htm
2380,China Power International Development Limited,http://www.chinapower.hk 
2382,Sunny Optical Technology (Group) Company Limited,http://www.sunnyoptical.com
2383,TOM Group Limited,http://www.tomgroup.com
2387,Integrated Distribution Services Group Limited,http://www.idsgroup.com
2388,BOC Hong Kong (Holdings) Limited,http://www.bochk.com
2389,Genvon Group Limited,http://www.genvon.com
2398,Good Friend International Holdings Inc.,http://www.goodfriend.hk
2488,Launch Tech Company Limited,http://www.cnlaunch.com
2468,Trony Solar Holdings Company Limited,http://www.trony.com
2600,Aluminum Corporation Of China Limited,http://www.chalco.com.cn
2601,"China Pacific Insurance (Group) Co., Ltd.",http://www.cpic.com.cn
2607,"Shanghai Pharmaceuticals Holding Co., Ltd.",http://www.pharm-sh.com.cn
2618,TCL Communication Technology Holdings Limited,http://tclcom.tcl.com 
2626,Hunan Nonferrous Metals Corporation Limited,http://www.hnc2626.com
2628,China Life Insurance Company Limited,http://www.e-chinalife.com
2662,Fittec International Group Limited,http://www.fittec.com.hk
2668,Pak Tak International Limited,http://www.paktak.com
2678,Texhong Textile Group Limited,http://www.texhong.com
2688,ENN Energy Holdings Limited,http://www.xinaogas.com
2689,Nine Dragons Paper (Holdings) Limited,http://www.ndpaper.com
2698,Weiqiao Textile Company Limited,http://www.wqfz.com
2700,Smart Union Group (Holdings) Limited,http://www.smartunion.com.hk
2722,Chongqing Machinery & Electric Company Limited,http://www.chinacqme.com
2727,Shanghai Electric Group Company Limited,http://www.shanghai-electric.com
2728,Shinhint Acoustic Link Holdings Limited,http://www.shinhint.com
2777,"Guangzhou R&F Properties Co., Ltd",http://www.rfchina.com
2778,Champion Real Estate Investment Trust,http://www.championreit.com
2788,Yorkey Optical International (Cayman) Ltd,http://www.yorkey-optical.com
2789,Yuanda China Holdings Limited,http://www.yuandacn.com
2800,Tracker Fund of Hong Kong,http://www.trahk.com.hk
2801,ishares MSCI China Index EFT,http://www.ishares.com.hk
2802,iShares MSCI Emerging Asia Index ETF,http://www.ishares.com.hk
2803,LYXOR ETF FTSE RAFI US 1000,http://www.lyxoretf.com.hk
2806,LYXOR ETF FTSE RAFI EUROPE,http://www.lyxoretf.com.hk
2809,Lyxor ETF Commodities Thomson Reuters/Jefferies CRB TR,http://www.lyxoretf.com.hk
2810,Lyxor ETF MSCI India,http://www.lyxoretf.com.hk
2812,Lyxor ETF MSCI World,http://www.lyxoretf.com.hk
2813,Lyxor ETF MSCI Korea,http://www.lyxoretf.com.hk
2814,LYXOR ETF JAPAN (TOPIX),http://www.lyxoretf.com.hk
2815,Lyxor ETF MSCI AC Asia-Pacific ex Japan,http://www.lyxoretf.com.hk
2816,db x-trackers CSI300 Real Estate Index ETF,http://www.dbxtrackers.com.hk
2817,W.I.S.E. - CSI HK Listed Mainland Consumption Tracker,http://www.boci-pru.com.hk
2818,PAragon CSI RAFI 50 ETF,http://asset.pingan.com.hk 
2819,ABF Hong Kong Bond Index,http://www.assetmanagement.hsbc.com/hk-ABF
2820,LYXOR ETF MSCI EMERGING MARKETS,http://www.lyxoretf.com.hk
2821,ABF Pan Asia Bond Index Fund,http://www.abf-paif.com
2823,iShares FTSE A50 China Index EFT,http://www.ishares.com.hk
2825,W.I.S.E - CSI HK 100 Tracker,http://www.boci-pru.com.hk
2826,Lyxor ETF NASDAQ-100,http://www.lyxoretf.com.hk
2827,W.I.S.E - CSI 300 China Tracker,http://www.boci-pru.com.hk
2828,Hang Seng H-share Index ETF,http://www.hangseng.com/etf
2829,iShares CSI A-Share Financials Index ETF,http://www.ishares.com.hk
2831,Lyxor ETF Russia (DJ RUSINDEX TITANS 10),http://www.lyxoretf.com.hk
2833,Hang Seng Index ETF,http://www.hangseng.com/etf
2835,Mirae Asset TIGER KOSPI 200 ETF,http://www.tigeretf.com.hk
2836,iShares BSE SENSEX India Index ETF,http://www.ishares.com.hk
2837,LYXOR ETF MSCI TAIWAN,http://www.lyxoretf.com.hk
2838,Hang Seng FTSE China 25 Index ETF,http://www.hangseng.com/etf
2839,W.I.S.E. - CSI HK Listed Mainland Real Estate Tracker,http://www.boci-pru.com.hk
2840,SPDR GOLD TRUST,http://www.spdrgoldshares.com
2841,iShares CSI A-Share Consumer Staples Index ETF,http://hk.ishares.com
2844,db x-trackers CSI300 Financials Index ETF,http://www.dbxtrackers.com.hk
2846,iShares CSI 300 A-Share Index ETF,http://www.ishares.com.hk
2848,db x-trackers MSCI Korea TRN Index ETF,http://www.dbxtrackers.com.hk
2866,China Shipping Container Lines Company Limited,http://www.cscl.com.cn
2868,Beijing Capital Land Limited,http://www.bjcapitalland.com
2877,China Shineway Pharmaceutical Group Limited,http://www.shineway.com.hk
2878,Solomon Systech (International) Limited,http://www.solomon-systech.com
2880,Dalian Port (PDA) Company Limited,http://www.dlport.cn
2882,Hong Kong Resources Holdings Company Limited,http://www.hkrh.hk 
2883,China Oilfield Services Limited,http://www.cosl.com.cn
2888,Standard Chartered Plc,http://www.standardchartered.com
2889,China Nickel Resources Holdings Company Limited,http://www.cnrholdings.com
2898,Longrun Tea Group Company Limited,http://longruntea.etnet.com.hk 
2899,"Zijin Mining Group Co., Ltd.",http://www.zjky.cn
3000,HSBC MSCI Hong Kong ETF,http://www.etf.hsbc.com/hk
3001,iShares CSI A-Share Consumer Discretionary Index ETF,http://hk.ishares.com
3002,Polaris Taiwan Top 50 Tracker Fund (H.K.),http://www.polaris.com.hk
3004,iShares MSCI Asia APEX Small Cap Index ETF,http://www.ishares.com.hk
3005,db x-trackers CSI300 Industrials Index ETF,http://www.dbxtrackers.com.hk
3006,iShares CSI A-Share Infrastructure Index ETF,http://www.ishares.com.hk
3007,db x-trackers FTSE China 25 ETF,http://www.dbxtrackers.com.hk
3009,db x-trackers MSCI Emerging Markets TRN Index ETF,http://www.dbxtrackers.com.hk
3010,iShares MSCI Asia APEX 50 Index ETF,http://www.ishares.com.hk
3011,db x-trackers US Dollar Money Market ETF,http://www.dbxtrackers.com.hk
3015,db x-trackers S&P CNX Nifty ETF,http://www.dbxtrackers.com.hk
3017,db x-trackers CSI300 Energy Index ETF,http://www.dbxtrackers.com.hk
3019,db x-trackers MSCI World TRN Index ETF,http://www.dbxtrackers.com.hk
3020,db x-trackers MSCI USA TRN Index ETF,http://www.dbxtrackers.com.hk
3022,Da Cheng CSI Hong Kong Private-owned Mainland Enterprises Tracker,http://www.dcfund.com.hk
3024,W.I.S.E. - SSE50 China Tracker,http://www.boci-pru.com.hk
3025,db x-trackers CSI300 Consumer Discretionary Index ETF,http://www.dbxtrackers.com.hk
3027,db x-trackers MSCI Russia Capped Index ETF,http://www.dbxtrackers.com.hk
3032,iShares MSCI Asia APEX Mid Cap Index ETF,http://www.ishares.com.hk
3033,HSBC MSCI China ETF,http://www.etf.hsbc.com/hk
3035,db x-trackers MSCI EM Asia TRN Index ETF,http://www.dbxtrackers.com.hk
3036,db x-trackers MSCI Taiwan TRN Index ETF,http://www.dbxtrackers.com.hk
3039,iShares CSI A-Share Materials Index ETF,http://www.ishares.com.hk
3043,db x-trackers MSCI Pacific Ex Japan TRN Index ETF,http://www.dbxtrackers.com.hk
3046,Value China ETF,http://www.sam-etf.com.hk
3048,db x-trackers MSCI Brazil TRN Index ETF,http://www.dbxtrackers.com.hk
3049,db x-trackers CSI300 Index ETF,http://www.dbxtrackers.com.hk
3050,iShares CSI A-Share Energy Index ETF,http://www.ishares.com.hk
3051,CICC-SZSE 100 Index Tracker,http://www.cicc.com.cn/etf
3052,db x-trackers CSI300 Utilities Index ETF,http://www.dbxtrackers.com.hk
3057,db x-trackers CSI300 Health Care Index ETF,http://www.dbxtrackers.com.hk
3061,db x-trackers CSI300 Banks Index ETF,http://www.dbxtrackers.com.hk
3062,db x-trackers CSI300 Materials Index ETF,http://www.dbxtrackers.com.hk
3063,db x-trackers CSI300 Transportation Index ETF,http://www.dbxtrackers.com.hk
3071,Da Cheng CSI China Mainland Consumer Tracker,http://www.dcfund.com.hk
3073,SPDR? FTSE? Greater China ETF,http://www.spdrs.com.hk/3073.aspx
3077,Da Cheng CSI Hong Kong State-owned Mainland Enterprises Tracker,http://www.dcfund.com.hk
3081,Value Gold ETF,http://www.sam-etf.com.hk
3083,HSBC MSCI Taiwan ETF,http://www.etf.hsbc.com/hk
3087,db x-trackers FTSE Vietnam ETF,http://www.dbxtrackers.com.hk
3088,HSBC MSCI Golden Dragon ETF,http://www.etf.hsbc.com/hk
3300,China Glass Holdings Limited,http://www.chinaglassholdings.com
3303,Jutal Offshore Oil Services Limited,http://www.jutal.com
3308,Golden Eagle Retail Group Limited,http://www.geretail.com
3311,China State Construction International Holdings Limited,http://www.csci.com.hk
3313,Meadville Holdings Limited,http://www.meadvillegroup.com
3318,China Flavors and Fragrances Company Limited,http://www.chinaffl.com
3322,Win Hanverky Holdings Limited,http://www.winhanverky.com
3323,China National Building Material Company Limited,http://cnbm.wsfg.hk
3328,"Bank of Communications Co., Ltd.",http://www.bankcomm.com
3330,Lingbao Gold Company Ltd.,http://www.irasia.com/listco/hk/lingbao
3331,Vinda International Holdings Limited,http://www.vindapaper.com
3333,Evergrande Real Estate Group Limited,http://www.evergrande.com
3335,DBA Telecommunication (Asia) Holdings Limited,http://www.dba-asia.com
3336,Ju Teng International Holdings Limited,http://www.irasia.com/listco/hk/juteng
3337,Anton Oilfield Services Group,http://www.antonoil.com
3339,Lonking Holdings Limited,http://www.chinalonggong.com
3344,Addchance Holdings Limited,http://www.irasia.com/listco/hk/addchance/index.htm
3355,Advanced Semiconductor Manufacturing Corporation Limited,http://www.asmcs.com
3360,Far East Horizon Limited,http://www.fehorizon.com
3363,Zhengye International Holdings Company Limited,http://www.zhengye-cn.com 
3366,Overseas Chinese Town (Asia) Holdings Limited,http://www.oct-asia.com
3368,Parkson Retail Group Limited,http://www.parkson.com.cn
3377,Sino-Ocean Land Holdings Limited,http://www.sinooceanland.com
3378,"Xiamen International Port Co., Ltd",http://www.xipc.com.cn
3382,Tianjin Port Development Holdings Limited,http://www.tianjinportdev.com
3383,Agile Property Holdings Limited,http://www.agile.com.cn
3389,Hengdeli Holdings Limited,http://www.xinyuhengdeli.com
3393,Wasion Group Holdings Limited,http://www.wasion.com 
3398,China Ting Group Holdings Limited,http://www.chinating.com.hk
3399,Guangdong Nan Yue Logistics Company Limited,http://www.southchina-logistics.com
3618,"Chongqing Rural Commercial Bank Co., Ltd.",http://www.cqrcb.com
3683,Great Harvest Maeta Group Holdings Limited,http://www.greatharvestmg.com
3688,Top Spring International Holdings Limited,http://www.topspring.com
3777,china Fiber Optic Network System Group Ltd.,http://www.chinafiberoptic.com
3800,GCL-Poly Energy Holdings Limited,http://www.gcl-poly.com.hk
3808,Sinotruk (Hong Kong) Limited,http://www.sinotruk.com
3813,Pou Sheng International (Holdings) Limited,http://www.pousheng.com
3818,"China Dongxiang (Group) Co., Ltd",http://www.dxsport.com
3823,Tech Pro Technology Development Limited,http://www.techprotd.com
3828,Ming Fai International Holdings Limited,http://www.mingfaigroup.com
3833,"Xinjiang Xinxin Mining Industry Co., Ltd",http://kunlun.wsfg.hk 
3838,China Starch Holdings Limited,http://www.chinastarch.com.hk
3868,Qunxing Paper Holdings Company Limited,http://www.qxpaper.com
3883,China Aoyuan Property Group Limited,http://www.aoyuan.com.cn
3886,Town Health International Holdings Company Limited,http://www.townhealth.com
3888,Kingsoft Corporation Ltd.,http://www.kingsoft.com
3889,Global Sweeteners Holdings Limited,http://www.global-sweeteners.com
3898,"Zhuzhou CSR Times Electric Co., Ltd.",http://www.timeselectric.cn
3899,CIMC Enric Holdings Ltd,http://www.irasia.com/listco/hk/enric/index.htm
3900,Greentown China Holdings Limited,http://www.chinagreentown.com
3918,NagaCorp Ltd.,http://www.nagacorp.com
3928,Zhengzhou Gas Company Limited,http://www.hnzzgas.com
3933,The United Laboratories International Holdings Limited,http://www.tul.com.cn
3938,Samling Global Limited,http://www.irasia.com/listco/hk/samling/index.htm 
3968,"China Merchants Bank Co., Ltd.",http://www.cmbchina.com
3983,China BlueChemical Ltd.,http://www.chinabluechem.com.cn
3988,Bank of China Limited,http://www.boc.cn
3989,New Environmental Energy Holdings,http://www.neeh.com.hk 
,Limited,
3993,"China Molybdenum Co., Ltd.",http://www.chinamoly.com
3998,Bosideng International Holdings Limited,http://www.bosideng.com
3999,DaChan Food (Asia) Limited,http://www.dfa3999.com
6210,Vale S.A. Common - DR,http://www.vale.com
6230,Vale S.A. Class A Preferred - DR,http://www.vale.com
6488,"SBI Holdings, Inc.",http://www.sbigroup.co.jp
87001,Hui Xian Real Estate Investment Trust,http://www.huixianreit.com/ 
